rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev
21,104,22,2022-02-05,Kansas,,Baylor,REG (Conf),W 83-59,*,31,5,11,0.455,2,6,0.333,3,5,0.6,0.545,6,7,0.857,0,9,9,2,0,0,3,0,18,13.0,H,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
22,105,23,2022-02-07,Kansas,@,Texas,REG (Conf),L 76-79,*,38,4,7,0.571,1,3,0.333,3,4,0.75,0.643,2,2,1.0,1,5,6,0,1,1,3,2,11,7.8,A,0,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
23,106,24,2022-02-12,Kansas,,Oklahoma,REG (Conf),W 71-69,*,38,3,12,0.25,2,8,0.25,1,4,0.25,0.333,3,5,0.6,0,6,6,3,0,0,3,1,11,3.5,H,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
24,107,25,2022-02-14,Kansas,,Oklahoma State,REG (Conf),W 76-62,*,34,5,12,0.417,1,6,0.167,4,6,0.667,0.458,9,10,0.9,1,6,7,4,3,0,2,2,20,18.7,H,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
25,108,26,2022-02-19,Kansas,@,West Virginia,REG (Conf),W 71-58,*,36,8,15,0.533,3,6,0.5,5,9,0.556,0.633,4,4,1.0,0,3,3,1,0,0,2,0,23,15.3,A,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
26,109,27,2022-02-22,Kansas,,Kansas State,REG (Conf),W 102-83,*,35,9,13,0.692,4,6,0.667,5,7,0.714,0.846,1,1,1.0,1,6,7,5,0,0,5,2,23,17.7,H,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
27,110,28,2022-02-26,Kansas,@,Baylor,REG (Conf),L 70-80,*,34,8,22,0.364,4,14,0.286,4,8,0.5,0.455,7,8,0.875,0,6,6,3,1,0,1,4,27,16.7,A,0,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
28,111,29,2022-03-01,Kansas,@,TCU,REG (Conf),L 64-74,*,37,4,17,0.235,3,8,0.375,1,9,0.111,0.324,2,2,1.0,1,7,8,1,1,2,3,4,13,4.0,A,0,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
29,112,30,2022-03-03,Kansas,,TCU,REG (Conf),W 72-68,*,39,8,19,0.421,2,9,0.222,6,10,0.6,0.474,4,4,1.0,0,1,1,1,1,1,4,1,22,10.2,H,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
30,113,31,2022-03-05,Kansas,,Texas,REG (Conf),W 70-63 (OT),*,39,1,11,0.091,0,5,0.0,1,6,0.167,0.091,6,8,0.75,1,5,6,2,2,0,3,3,8,1.3,H,1,1,ochai-agbaji-1,Ochai Agbaji,2022,kansas
31,114,32,2022-03-10,Kansas,N,West Virginia,CTOURN,W 87-63,*,30,7,15,0.467,1,6,0.167,6,9,0.667,0.5,3,3,1.0,1,2,3,0,2,0,2,1,18,11.2,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
32,115,33,2022-03-11,Kansas,N,TCU,CTOURN,W 75-62,*,34,9,17,0.529,2,6,0.333,7,11,0.636,0.588,2,3,0.667,0,3,3,0,0,1,1,2,22,13.1,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
33,116,34,2022-03-12,Kansas,N,Texas Tech,CTOURN,W 74-65,*,38,4,10,0.4,3,6,0.5,1,4,0.25,0.55,5,6,0.833,2,5,7,2,0,1,5,2,16,9.4,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
34,117,35,2022-03-17,Kansas,N,Texas Southern,ROUND-64,W 83-56,*,33,5,14,0.357,1,5,0.2,4,9,0.444,0.393,0,0,,0,6,6,0,0,1,5,2,11,-0.1,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
35,118,36,2022-03-19,Kansas,N,Creighton,ROUND-32,W 79-72,*,34,5,14,0.357,1,3,0.333,4,11,0.364,0.393,4,5,0.8,2,6,8,3,2,1,1,4,15,12.2,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
36,119,37,2022-03-25,Kansas,N,Providence,ROUND-16,W 66-61,*,36,2,8,0.25,0,5,0.0,2,3,0.667,0.25,1,2,0.5,0,4,4,0,2,4,1,1,5,4.4,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
37,120,38,2022-03-27,Kansas,N,Miami (FL),ROUND-8,W 76-50,*,34,8,12,0.667,2,2,1.0,6,10,0.6,0.75,0,1,0.0,2,3,5,4,4,0,2,2,18,18.7,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
38,121,39,2022-04-02,Kansas,N,Villanova,NATIONAL-SEMI,W 81-65,*,36,6,8,0.75,6,7,0.857,0,1,0.0,1.125,3,4,0.75,0,2,2,1,0,1,1,2,21,17.6,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
39,122,40,2022-04-04,Kansas,N,North Carolina,NATIONAL-FINAL,W 72-69,*,37,4,9,0.444,1,4,0.25,3,5,0.6,0.5,3,8,0.375,1,2,3,1,1,1,2,1,12,6.6,N,1,0,ochai-agbaji-1,Ochai Agbaji,2022,kansas
1,62,1,2021-11-09,Kansas,N,Michigan State,REG (Non-Conf),W 87-74,*,34,3,7,0.429,0,2,0.0,3,5,0.6,0.429,0,0,,0,8,8,2,1,0,2,2,6,4.3,N,1,1,christian-braun-1,Christian Braun,2022,kansas
2,63,2,2021-11-12,Kansas,,Tarleton State,REG (Non-Conf),W 88-62,*,31,6,10,0.6,1,3,0.333,5,7,0.714,0.65,2,2,1.0,3,5,8,5,0,5,3,3,15,16.8,H,1,1,christian-braun-1,Christian Braun,2022,kansas
3,64,3,2021-11-18,Kansas,,Stony Brook,REG (Non-Conf),W 88-59,*,24,4,5,0.8,1,1,1.0,3,4,0.75,0.9,2,2,1.0,2,5,7,2,0,0,0,3,11,12.2,H,1,1,christian-braun-1,Christian Braun,2022,kansas
4,65,4,2021-11-25,Kansas,N,North Texas,REG (Non-Conf),W 71-59,*,30,6,8,0.75,1,3,0.333,5,5,1.0,0.813,3,3,1.0,1,4,5,0,1,0,4,1,16,11.3,N,1,1,christian-braun-1,Christian Braun,2022,kansas
5,66,5,2021-11-26,Kansas,N,Dayton,REG (Non-Conf),L 73-74,*,35,8,12,0.667,0,1,0.0,8,11,0.727,0.667,1,2,0.5,2,6,8,5,4,0,0,2,17,21.3,N,0,1,christian-braun-1,Christian Braun,2022,kansas
6,67,6,2021-11-28,Kansas,N,Iona,REG (Non-Conf),W 96-83,*,34,8,15,0.533,2,5,0.4,6,10,0.6,0.6,0,1,0.0,4,3,7,4,2,1,3,2,18,15.7,N,1,1,christian-braun-1,Christian Braun,2022,kansas
7,68,7,2021-12-03,Kansas,@,St. John's (NY),REG (Non-Conf),W 95-75,*,35,10,16,0.625,2,4,0.5,8,12,0.667,0.688,9,10,0.9,3,5,8,4,3,1,2,2,31,30.7,A,1,1,christian-braun-1,Christian Braun,2022,kansas
8,69,8,2021-12-07,Kansas,,UTEP,REG (Non-Conf),W 78-52,*,28,9,13,0.692,1,3,0.333,8,10,0.8,0.731,1,2,0.5,2,4,6,0,1,1,2,1,20,16.0,H,1,1,christian-braun-1,Christian Braun,2022,kansas
9,70,9,2021-12-11,Kansas,,Missouri,REG (Non-Conf),W 102-65,*,28,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,3,0.667,0,4,4,3,1,3,1,0,13,13.7,H,1,1,christian-braun-1,Christian Braun,2022,kansas
10,71,10,2021-12-18,Kansas,,Stephen F. Austin,REG (Non-Conf),W 80-72,*,36,8,12,0.667,1,3,0.333,7,9,0.778,0.708,4,5,0.8,2,4,6,3,1,2,2,2,21,19.7,H,1,1,christian-braun-1,Christian Braun,2022,kansas
11,72,11,2021-12-29,Kansas,,Nevada,REG (Non-Conf),W 88-61,*,32,8,14,0.571,1,3,0.333,7,11,0.636,0.607,5,5,1.0,0,4,4,2,2,2,1,2,22,19.6,H,1,1,christian-braun-1,Christian Braun,2022,kansas
12,73,12,2022-01-01,Kansas,,George Mason,REG (Non-Conf),W 76-67,*,36,3,12,0.25,2,6,0.333,1,6,0.167,0.333,6,6,1.0,0,3,3,6,1,1,1,3,14,11.4,H,1,1,christian-braun-1,Christian Braun,2022,kansas
13,74,13,2022-01-04,Kansas,@,Oklahoma State,REG (Conf),W 74-63,*,35,5,11,0.455,2,3,0.667,3,8,0.375,0.545,3,4,0.75,1,5,6,6,1,0,3,0,15,13.3,A,1,1,christian-braun-1,Christian Braun,2022,kansas
14,75,14,2022-01-08,Kansas,@,Texas Tech,REG (Conf),L 67-75,*,33,4,10,0.4,0,2,0.0,4,8,0.5,0.4,2,4,0.5,1,5,6,3,1,0,3,3,10,4.9,A,0,1,christian-braun-1,Christian Braun,2022,kansas
15,76,15,2022-01-11,Kansas,,Iowa State,REG (Conf),W 62-61,*,38,5,13,0.385,2,6,0.333,3,7,0.429,0.462,1,2,0.5,4,3,7,2,1,1,3,1,13,8.9,H,1,1,christian-braun-1,Christian Braun,2022,kansas
16,77,16,2022-01-15,Kansas,,West Virginia,REG (Conf),W 85-59,*,35,3,10,0.3,0,3,0.0,3,7,0.429,0.3,2,2,1.0,0,6,6,5,1,5,4,3,8,6.8,H,1,1,christian-braun-1,Christian Braun,2022,kansas
17,78,17,2022-01-18,Kansas,@,Oklahoma,REG (Conf),W 67-64,*,33,5,8,0.625,3,5,0.6,2,3,0.667,0.813,2,2,1.0,2,2,4,1,1,0,1,4,15,12.5,A,1,1,christian-braun-1,Christian Braun,2022,kansas
18,79,18,2022-01-22,Kansas,@,Kansas State,REG (Conf),W 78-75,*,35,3,9,0.333,1,5,0.2,2,4,0.5,0.389,4,6,0.667,1,1,2,5,1,1,3,1,11,7.9,A,1,1,christian-braun-1,Christian Braun,2022,kansas
19,80,19,2022-01-24,Kansas,,Texas Tech,REG (Conf),W 94-91 (2OT),*,49,4,13,0.308,1,6,0.167,3,7,0.429,0.346,6,7,0.857,4,3,7,6,0,0,3,3,15,10.8,H,1,1,christian-braun-1,Christian Braun,2022,kansas
20,81,20,2022-01-29,Kansas,,Kentucky,REG (Non-Conf),L 62-80,*,32,5,11,0.455,1,3,0.333,4,8,0.5,0.5,2,2,1.0,2,3,5,3,1,0,2,1,13,10.3,H,0,1,christian-braun-1,Christian Braun,2022,kansas
21,82,21,2022-02-01,Kansas,@,Iowa State,REG (Conf),W 70-61,*,37,5,13,0.385,1,3,0.333,4,10,0.4,0.423,2,3,0.667,0,3,3,1,2,1,3,2,13,6.0,A,1,1,christian-braun-1,Christian Braun,2022,kansas
22,83,22,2022-02-05,Kansas,,Baylor,REG (Conf),W 83-59,*,33,8,14,0.571,1,3,0.333,7,11,0.636,0.607,1,1,1.0,2,8,10,3,1,0,4,3,18,13.1,H,1,1,christian-braun-1,Christian Braun,2022,kansas
23,84,23,2022-02-07,Kansas,@,Texas,REG (Conf),L 76-79,*,33,5,8,0.625,1,3,0.333,4,5,0.8,0.688,2,4,0.5,0,0,0,1,0,0,2,3,13,6.1,A,0,1,christian-braun-1,Christian Braun,2022,kansas
24,85,24,2022-02-12,Kansas,,Oklahoma,REG (Conf),W 71-69,*,36,6,10,0.6,2,2,1.0,4,8,0.5,0.7,4,8,0.5,1,7,8,2,1,3,1,0,18,18.1,H,1,1,christian-braun-1,Christian Braun,2022,kansas
25,86,25,2022-02-14,Kansas,,Oklahoma State,REG (Conf),W 76-62,*,36,5,13,0.385,2,7,0.286,3,6,0.5,0.462,4,6,0.667,1,3,4,0,0,1,2,1,16,8.0,H,1,1,christian-braun-1,Christian Braun,2022,kansas
26,87,26,2022-02-19,Kansas,@,West Virginia,REG (Conf),W 71-58,*,35,4,9,0.444,0,2,0.0,4,7,0.571,0.444,1,2,0.5,2,9,11,1,0,0,5,1,9,3.3,A,1,1,christian-braun-1,Christian Braun,2022,kansas
27,88,27,2022-02-22,Kansas,,Kansas State,REG (Conf),W 102-83,*,34,8,12,0.667,3,4,0.75,5,8,0.625,0.792,1,2,0.5,0,7,7,5,2,0,2,2,20,19.2,H,1,1,christian-braun-1,Christian Braun,2022,kansas
28,89,28,2022-02-26,Kansas,@,Baylor,REG (Conf),L 70-80,*,39,6,13,0.462,2,5,0.4,4,8,0.5,0.538,3,5,0.6,3,7,10,1,0,0,1,1,17,13.0,A,0,1,christian-braun-1,Christian Braun,2022,kansas
29,90,29,2022-03-01,Kansas,@,TCU,REG (Conf),L 64-74,*,33,4,11,0.364,2,2,1.0,2,9,0.222,0.455,0,0,,1,4,5,1,0,0,1,1,10,5.1,A,0,1,christian-braun-1,Christian Braun,2022,kansas
30,91,30,2022-03-03,Kansas,,TCU,REG (Conf),W 72-68,*,35,4,4,1.0,2,2,1.0,2,2,1.0,1.25,2,4,0.5,2,4,6,1,1,0,2,1,12,11.9,H,1,1,christian-braun-1,Christian Braun,2022,kansas
31,92,31,2022-03-05,Kansas,,Texas,REG (Conf),W 70-63 (OT),,37,3,9,0.333,2,3,0.667,1,6,0.167,0.444,5,7,0.714,1,10,11,1,1,1,4,3,13,8.0,H,1,1,christian-braun-1,Christian Braun,2022,kansas
32,93,32,2022-03-10,Kansas,N,West Virginia,CTOURN,W 87-63,*,31,4,8,0.5,1,2,0.5,3,6,0.5,0.563,2,2,1.0,4,10,14,2,1,0,2,2,11,12.4,N,1,0,christian-braun-1,Christian Braun,2022,kansas
33,94,33,2022-03-11,Kansas,N,TCU,CTOURN,W 75-62,*,33,4,11,0.364,1,3,0.333,3,8,0.375,0.409,0,0,,0,6,6,2,1,1,0,1,9,7.4,N,1,0,christian-braun-1,Christian Braun,2022,kansas
34,95,34,2022-03-12,Kansas,N,Texas Tech,CTOURN,W 74-65,*,36,3,7,0.429,0,2,0.0,3,5,0.6,0.429,8,9,0.889,0,5,5,1,2,0,1,2,14,12.3,N,1,0,christian-braun-1,Christian Braun,2022,kansas
35,96,35,2022-03-17,Kansas,N,Texas Southern,ROUND-64,W 83-56,*,31,5,12,0.417,4,5,0.8,1,7,0.143,0.583,0,2,0.0,2,3,5,4,1,0,2,2,14,10.1,N,1,0,christian-braun-1,Christian Braun,2022,kansas
36,97,36,2022-03-19,Kansas,N,Creighton,ROUND-32,W 79-72,*,38,5,9,0.556,1,2,0.5,4,7,0.571,0.611,2,2,1.0,1,7,8,4,1,1,2,1,13,13.6,N,1,0,christian-braun-1,Christian Braun,2022,kansas
37,98,37,2022-03-25,Kansas,N,Providence,ROUND-16,W 66-61,*,36,2,6,0.333,0,2,0.0,2,4,0.5,0.333,2,2,1.0,1,9,10,2,0,0,1,3,6,5.2,N,1,0,christian-braun-1,Christian Braun,2022,kansas
38,99,38,2022-03-27,Kansas,N,Miami (FL),ROUND-8,W 76-50,*,35,4,9,0.444,1,2,0.5,3,7,0.429,0.5,3,5,0.6,0,6,6,4,0,1,0,1,12,11.4,N,1,0,christian-braun-1,Christian Braun,2022,kansas
39,100,39,2022-04-02,Kansas,N,Villanova,NATIONAL-SEMI,W 81-65,*,33,4,8,0.5,2,6,0.333,2,2,1.0,0.625,0,1,0.0,0,3,3,5,1,1,2,1,10,9.3,N,1,0,christian-braun-1,Christian Braun,2022,kansas
40,101,40,2022-04-04,Kansas,N,North Carolina,NATIONAL-FINAL,W 72-69,*,40,6,14,0.429,0,1,0.0,6,13,0.462,0.429,0,0,,1,11,12,3,0,0,1,3,12,8.5,N,1,0,christian-braun-1,Christian Braun,2022,kansas
1,32,4,2021-11-25,Kansas,N,North Texas,REG (Non-Conf),W 71-59,,18,3,4,0.75,0,1,0.0,3,3,1.0,0.75,1,3,0.333,2,3,5,4,0,0,1,1,7,8.3,N,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
2,33,5,2021-11-26,Kansas,N,Dayton,REG (Non-Conf),L 73-74,,23,0,4,0.0,0,3,0.0,0,1,0.0,0.0,1,4,0.25,1,1,2,1,1,0,2,0,1,-2.3,N,0,1,jalen-wilson-1,Jalen Wilson,2022,kansas
3,34,6,2021-11-28,Kansas,N,Iona,REG (Non-Conf),W 96-83,,12,2,6,0.333,0,0,,2,6,0.333,0.333,1,3,0.333,1,4,5,1,1,0,0,1,5,4.0,N,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
4,35,7,2021-12-03,Kansas,@,St. John's (NY),REG (Non-Conf),W 95-75,,16,2,8,0.25,0,4,0.0,2,4,0.5,0.25,1,2,0.5,1,8,9,0,0,0,0,3,5,1.7,A,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
5,36,8,2021-12-07,Kansas,,UTEP,REG (Non-Conf),W 78-52,,21,1,5,0.2,1,4,0.25,0,1,0.0,0.3,0,0,,0,7,7,3,2,0,1,3,3,3.9,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
6,37,9,2021-12-11,Kansas,,Missouri,REG (Non-Conf),W 102-65,,18,3,6,0.5,0,2,0.0,3,4,0.75,0.5,1,2,0.5,1,3,4,0,0,0,1,1,7,3.8,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
7,38,10,2021-12-18,Kansas,,Stephen F. Austin,REG (Non-Conf),W 80-72,,20,5,10,0.5,0,1,0.0,5,9,0.556,0.5,0,0,,1,3,4,1,1,0,0,0,10,8.3,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
8,39,11,2021-12-29,Kansas,,Nevada,REG (Non-Conf),W 88-61,,21,3,5,0.6,1,2,0.5,2,3,0.667,0.7,0,0,,1,9,10,0,1,1,1,0,7,8.8,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
9,40,12,2022-01-01,Kansas,,George Mason,REG (Non-Conf),W 76-67,*,26,3,9,0.333,0,5,0.0,3,4,0.75,0.333,2,3,0.667,1,6,7,2,0,0,2,2,8,3.6,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
10,41,13,2022-01-04,Kansas,@,Oklahoma State,REG (Conf),W 74-63,,26,1,6,0.167,0,1,0.0,1,5,0.2,0.167,0,1,0.0,4,11,15,1,0,0,2,2,2,1.8,A,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
11,42,14,2022-01-08,Kansas,@,Texas Tech,REG (Conf),L 67-75,*,32,6,8,0.75,3,5,0.6,3,3,1.0,0.938,5,6,0.833,1,1,2,0,3,1,4,1,20,16.7,A,0,1,jalen-wilson-1,Jalen Wilson,2022,kansas
12,43,15,2022-01-11,Kansas,,Iowa State,REG (Conf),W 62-61,*,24,2,6,0.333,0,3,0.0,2,3,0.667,0.333,0,1,0.0,0,2,2,5,0,0,2,1,4,1.9,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
13,44,16,2022-01-15,Kansas,,West Virginia,REG (Conf),W 85-59,*,31,10,13,0.769,3,6,0.5,7,7,1.0,0.885,0,0,,2,6,8,5,2,1,1,3,23,25.1,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
14,45,17,2022-01-18,Kansas,@,Oklahoma,REG (Conf),W 67-64,*,35,6,10,0.6,2,5,0.4,4,5,0.8,0.7,2,2,1.0,1,7,8,2,0,0,1,4,16,13.0,A,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
15,46,18,2022-01-22,Kansas,@,Kansas State,REG (Conf),W 78-75,*,31,5,9,0.556,1,3,0.333,4,6,0.667,0.611,5,6,0.833,4,6,10,0,0,0,0,3,16,14.7,A,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
16,47,19,2022-01-24,Kansas,,Texas Tech,REG (Conf),W 94-91 (2OT),*,48,3,10,0.3,0,3,0.0,3,7,0.429,0.3,3,4,0.75,1,10,11,2,3,0,2,4,9,7.3,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
17,48,20,2022-01-29,Kansas,,Kentucky,REG (Non-Conf),L 62-80,*,31,3,10,0.3,2,5,0.4,1,5,0.2,0.4,0,0,,0,8,8,1,0,0,2,2,8,2.5,H,0,1,jalen-wilson-1,Jalen Wilson,2022,kansas
18,49,21,2022-02-01,Kansas,@,Iowa State,REG (Conf),W 70-61,*,36,5,8,0.625,1,2,0.5,4,6,0.667,0.688,2,3,0.667,0,6,6,4,2,0,5,1,13,10.2,A,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
19,50,22,2022-02-05,Kansas,,Baylor,REG (Conf),W 83-59,*,29,7,10,0.7,1,4,0.25,6,6,1.0,0.75,0,0,,2,5,7,4,2,1,1,1,15,17.8,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
20,51,23,2022-02-07,Kansas,@,Texas,REG (Conf),L 76-79,*,32,6,10,0.6,0,0,,6,10,0.6,0.6,6,8,0.75,2,9,11,2,1,1,3,4,18,15.2,A,0,1,jalen-wilson-1,Jalen Wilson,2022,kansas
21,52,24,2022-02-12,Kansas,,Oklahoma,REG (Conf),W 71-69,*,38,8,12,0.667,1,2,0.5,7,10,0.7,0.708,5,6,0.833,3,6,9,2,0,0,0,2,22,20.9,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
22,53,25,2022-02-14,Kansas,,Oklahoma State,REG (Conf),W 76-62,*,25,4,11,0.364,1,3,0.333,3,8,0.375,0.409,2,3,0.667,2,5,7,0,1,0,1,3,11,6.2,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
23,54,26,2022-02-19,Kansas,@,West Virginia,REG (Conf),W 71-58,*,35,1,5,0.2,0,1,0.0,1,4,0.25,0.2,8,9,0.889,0,11,11,0,1,0,1,3,10,8.6,A,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
24,55,27,2022-02-22,Kansas,,Kansas State,REG (Conf),W 102-83,*,29,7,9,0.778,3,4,0.75,4,5,0.8,0.944,0,0,,1,3,4,0,2,0,0,0,17,17.1,H,1,1,jalen-wilson-1,Jalen Wilson,2022,kansas
